;timestamp;processo;pid;cpu;ram
83;07-09-25 17:05:41;svchost.exe;4456;0.0;0.0921
84;07-09-25 17:05:41;brave.exe;4508;0.0;0.1355
85;07-09-25 17:05:41;svchost.exe;4520;0.0;0.0772
86;07-09-25 17:05:41;Discord.exe;4536;0.0;0.2036
87;07-09-25 17:05:41;FileCoAuth.exe;4588;0.0;0.1751
88;07-09-25 17:05:41;svchost.exe;4648;0.0;0.0625
89;07-09-25 17:05:41;RuntimeBroker.exe;4676;0.0;0.1432
90;07-09-25 17:05:41;brave.exe;4816;0.0;0.3421
91;07-09-25 17:05:41;spoolsv.exe;4988;0.0;0.0835
92;07-09-25 17:05:41;svchost.exe;4992;0.0;0.0932
93;07-09-25 17:05:41;Code.exe;5184;0.0;1.0671
94;07-09-25 17:05:41;svchost.exe;5188;0.0;0.0465
95;07-09-25 17:05:41;svchost.exe;5308;0.0;0.0389
96;07-09-25 17:05:41;sihost.exe;5360;0.0;0.1752
97;07-09-25 17:05:41;svchost.exe;5404;0.0;0.1766
98;07-09-25 17:05:41;svchost.exe;5492;0.0;0.0286
99;07-09-25 17:05:41;svchost.exe;5536;0.0;0.2565
100;07-09-25 17:05:41;svchost.exe;5544;0.0;0.22
101;07-09-25 17:05:41;svchost.exe;5552;0.0;0.0911
102;07-09-25 17:05:41;svchost.exe;5560;0.0;0.209
103;07-09-25 17:05:41;svchost.exe;5568;0.0;0.0438
104;07-09-25 17:05:41;CorsairGamingAudioCfgService64.exe;5576;0.0;0.0545
105;07-09-25 17:05:41;svchost.exe;5592;0.0;0.0323
106;07-09-25 17:05:41;WindscribeService.exe;5600;0.0;0.0417
107;07-09-25 17:05:41;svchost.exe;5608;0.0;0.037
108;07-09-25 17:05:41;svchost.exe;5624;0.0;0.0938
109;07-09-25 17:05:41;gamingservices.exe;5632;0.0;0.1869
110;07-09-25 17:05:41;MpDefenderCoreService.exe;5640;0.0;0.1114
111;07-09-25 17:05:41;MsMpEng.exe;5648;0.0;1.5897
112;07-09-25 17:05:41;SACSRV.exe;5672;0.0;0.0445
113;07-09-25 17:05:41;OfficeClickToRun.exe;5688;0.0;0.1892
114;07-09-25 17:05:41;dllhost.exe;5760;0.0;0.0931
115;07-09-25 17:05:41;mysqld.exe;5820;0.0;0.0586
116;07-09-25 17:05:41;svchost.exe;5840;0.0;0.0539
117;07-09-25 17:05:41;svchost.exe;6012;0.0;0.0318
118;07-09-25 17:05:41;taskhostw.exe;6040;0.0;0.1083
119;07-09-25 17:05:41;powershell.exe;6120;0.0;0.5536
120;07-09-25 17:05:41;gamingservicesnet.exe;6168;0.0;0.0387
121;07-09-25 17:05:41;MSIAfterburner.exe;6176;0.0;0.0382
122;07-09-25 17:05:41;Notion.exe;6240;0.0;0.3643
123;07-09-25 17:05:41;Notion.exe;6244;0.0;1.2171
124;07-09-25 17:05:41;mysqld.exe;6272;0.0;0.3617
125;07-09-25 17:05:41;svchost.exe;6340;0.0;0.141
126;07-09-25 17:05:41;svchost.exe;6408;0.0;0.0452
127;07-09-25 17:05:41;Slack.exe;6424;0.0;0.3263
128;07-09-25 17:05:41;powershell.exe;6456;0.0;0.5457
129;07-09-25 17:05:41;ctfmon.exe;6628;0.0;0.1701
130;07-09-25 17:05:41;conhost.exe;6716;0.0;0.0394
131;07-09-25 17:05:41;svchost.exe;6848;0.0;0.0703
132;07-09-25 17:05:41;SearchIndexer.exe;6904;0.0;0.2303
133;07-09-25 17:05:41;taskhostw.exe;6960;0.0;0.134
134;07-09-25 17:05:41;brave.exe;6996;0.0;0.1339
135;07-09-25 17:05:41;brave.exe;7036;0.0;0.1736
136;07-09-25 17:05:41;brave.exe;7264;0.0;0.4759
137;07-09-25 17:05:41;Discord.exe;7296;0.0;0.9317
138;07-09-25 17:05:41;svchost.exe;7336;0.0;0.1139
139;07-09-25 17:05:41;dllhost.exe;7668;0.0;0.0661
140;07-09-25 17:05:41;svchost.exe;7708;0.0;0.0367
141;07-09-25 17:05:41;steamwebhelper.exe;7860;0.0;0.0684
142;07-09-25 17:05:41;svchost.exe;7868;0.0;0.0473
143;07-09-25 17:05:41;iCUE.exe;8036;0.0;0.9261
144;07-09-25 17:05:41;steamwebhelper.exe;8072;0.0;0.2153
145;07-09-25 17:05:41;SearchApp.exe;8076;0.0;0.3711
146;07-09-25 17:05:41;svchost.exe;8176;0.0;0.0415
147;07-09-25 17:05:41;brave.exe;8476;0.0;4.4673
148;07-09-25 17:05:41;svchost.exe;8504;0.0;0.0689
149;07-09-25 17:05:41;svchost.exe;8536;0.0;0.0865
150;07-09-25 17:05:41;svchost.exe;8708;0.0;0.1259
151;07-09-25 17:05:41;svchost.exe;8764;0.0;0.0556
152;07-09-25 17:05:41;AggregatorHost.exe;8932;0.0;0.0541
153;07-09-25 17:05:41;svchost.exe;9056;0.0;0.1041
154;07-09-25 17:05:41;brave.exe;9288;0.0;0.709
155;07-09-25 17:05:41;StartMenuExperienceHost.exe;9324;0.0;0.425
156;07-09-25 17:05:41;Discord.exe;9544;0.0;0.3392
157;07-09-25 17:05:41;RuntimeBroker.exe;9552;0.0;0.2813
158;07-09-25 17:05:41;rundll32.exe;9572;0.0;0.0615
159;07-09-25 17:05:41;svchost.exe;9720;0.0;0.1164
160;07-09-25 17:05:41;Slack.exe;9788;0.0;3.2109
161;07-09-25 17:05:41;RuntimeBroker.exe;9836;0.0;0.2046
162;07-09-25 17:05:41;svchost.exe;9884;0.0;0.0591
163;07-09-25 17:05:41;msedgewebview2.exe;9916;0.0;0.4927
164;07-09-25 17:05:41;Code.exe;9964;0.0;0.6854
165;07-09-25 17:05:41;Slack.exe;9988;0.0;0.1889
166;07-09-25 17:05:41;msedgewebview2.exe;10068;0.0;0.038
167;07-09-25 17:05:41;SearchApp.exe;10308;0.0;1.7101
168;07-09-25 17:05:41;msedgewebview2.exe;10424;0.0;0.317
169;07-09-25 17:05:41;msedgewebview2.exe;10476;0.0;0.1921
170;07-09-25 17:05:41;msedgewebview2.exe;10656;0.0;0.1
171;07-09-25 17:05:41;Notion.exe;10744;0.0;0.3854
172;07-09-25 17:05:41;svchost.exe;10832;0.0;0.1636
173;07-09-25 17:05:41;msedgewebview2.exe;11052;0.0;0.592
174;07-09-25 17:05:41;crashpad_handler.exe;11408;0.0;0.0371
175;07-09-25 17:05:41;LockApp.exe;11484;0.0;0.2975
176;07-09-25 17:05:41;WhatsApp.exe;11648;0.0;0.7942
177;07-09-25 17:05:41;ShellExperienceHost.exe;11768;0.0;0.6261
178;07-09-25 17:05:41;svchost.exe;11880;0.0;0.0555
179;07-09-25 17:05:41;NisSrv.exe;12076;0.0;0.0808
180;07-09-25 17:05:41;Notion.exe;12344;0.0;0.3345
181;07-09-25 17:05:41;RuntimeBroker.exe;12436;0.0;0.1609
182;07-09-25 17:05:41;brave.exe;12504;0.0;0.509
183;07-09-25 17:05:41;BraveCrashHandler64.exe;12588;0.0;0.0063
184;07-09-25 17:05:41;BraveCrashHandler.exe;12624;0.0;0.01
185;07-09-25 17:05:41;Notion.exe;12632;0.0;0.7623
186;07-09-25 17:05:41;RuntimeBroker.exe;12656;0.0;0.1674
187;07-09-25 17:05:41;Notion.exe;13288;0.0;0.9402
188;07-09-25 17:05:41;Notion.exe;13316;0.0;0.5039
189;07-09-25 17:05:41;Notion.exe;13436;0.0;0.404
190;07-09-25 17:05:41;ONENOTEM.EXE;13492;0.0;0.0052
191;07-09-25 17:05:41;RTSS.exe;13556;0.0;0.0152
192;07-09-25 17:05:41;EncoderServer.exe;13740;0.0;0.0051
193;07-09-25 17:05:41;RTSSHooksLoader64.exe;13764;0.0;0.0064
194;07-09-25 17:05:41;TextInputHost.exe;13812;0.0;0.2508
195;07-09-25 17:05:41;steamwebhelper.exe;13912;0.0;2.0738
196;07-09-25 17:05:41;RuntimeBroker.exe;13984;0.0;0.057
197;07-09-25 17:05:41;SecurityHealthSystray.exe;14020;0.0;0.06
198;07-09-25 17:05:41;brave.exe;14052;0.0;1.7023
199;07-09-25 17:05:41;SecurityHealthService.exe;14060;0.0;0.0776
200;07-09-25 17:05:41;vgtray.exe;14140;0.0;0.0628
201;07-09-25 17:05:41;Notion.exe;14200;0.0;0.6628
202;07-09-25 17:05:41;SteamService.exe;14360;0.0;0.0761
